id,name,description,modified
1,"As-Is","As-Isとは、そのままで、現状どおり、などの意味を持つ英熟語。ITの分野では、システム開発の初期段階などで、現在のシステムの仕様・運用状況や業務の流れなどの「現状」「現況」「今ある姿」などを意味する用語として用いられることが多い。これに対し、これから構築するシステムや導入後の業務の流れなどの「あるべき姿」のことは「To-Be」と呼ばれる。",""
