id,file,sheet,row,column,content
524,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",17,16,"1.　配本中止解除対象情報を取得するために、入金・調整入金トラン、債権講座データ、配本商品＿基本、"
525,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",18,17,"オーダー取引履歴より下記条件で取得する"
526,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",19,17,"入金・調整入金トラン.顧客番号　＝　オーダー取引履歴.顧客番号　AND"
527,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",20,17,"入金・調整入金トラン.学番　＝　オーダー取引履歴.学番　AND"
528,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",21,17,"入金・調整入金トラン.顧客番号　＝　債権講座データ.顧客番号　AND"
529,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",22,17,"入金・調整入金トラン.学番　＝　債権講座データ.学番　AND"
530,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",23,17,"債権講座データ.講座商品コード　＝　配本商品＿基本.講座商品コード　AND"
531,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",24,17,"入金・調整入金トラン.処理日　＝　業務日付　AND"
532,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",25,17,"入金・調整入金トラン.データＮＯ　＝　「払込通知（入金）」　AND"
533,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",26,17,"入金・調整入金トラン.入金額　＞　0円　AND"
534,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",27,17,"入金・調整入金トラン.消込済区分　＝　「消込済」　AND"
535,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",28,17,"債権講座データ.ＨＹ発生日が設定されている"
536,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",30,16,"2.　配本中止を解除するため、取得した配本中止解除対象情報に対し下記の処理を繰り返す"
537,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",31,17,"2.1　配本受注明細情報を取得するために、配本商品＿明細より下記条件で取得する"
538,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",32,18,"配本受注＿明細.顧客番号　＝　配本中止解除対象情報.顧客番号　AND"
539,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",33,18,"配本受注＿明細.学番　＝　配本中止解除対象情報.学番　AND"
540,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",34,18,"配本受注＿明細.出力済フラグ　＝　「未出力」　AND"
541,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",35,18,"配本受注＿明細.配本中止フラグ　＝　「中止」　AND"
542,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",36,18,"配本受注＿明細.配本予定日が最も古い　AND"
543,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",37,18,"配本受注＿明細.配本日が未設定"
544,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",39,17,"2.2　配本中止解除対象情報.完納区分　＝　「全完納」の場合"
545,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",40,18,"更新内容は以下を参照"
546,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",41,18,"[DBセット]シートのDBセット名[配本受注＿明細更新(完納)]"
547,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",43,17,"2.3　配本中止解除対象情報.完納区分　＝　「全完納」ではない場合"
548,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",44,18,"更新内容は以下を参照"
549,"バッチ処理記述書_BTGKJSH0302J01_配本中止解除.xlsx","バッチ処理記述書",45,18,"[DBセット]シートのDBセット名[配本受注＿明細更新(一部入金)]"
550,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,1,"バッチ処理記述書"
551,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,12,"機能グループID/名"
552,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,19,"業務ID／業務名"
553,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,26,"機能ID／機能名"
554,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,33,"バッチ処理ID/名"
555,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,40,"作成者"
556,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,45,"作成日"
557,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,50,"更新者"
558,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",1,55,"更新日"
559,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",2,12,"KJS"
560,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",2,19,"KJSH03"
561,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",2,26,"FNKJSH0303"
562,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",2,33,"BTGKJSH0303J01"
563,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",2,40,"WR福永"
564,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",2,45,"2017/03/23"
565,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",3,12,"サブシステム"
566,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",3,19,"中止・解約情報連携"
567,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",3,26,"配本中途解約"
568,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",3,33,"配本中途解約"
569,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",5,1,"処理記述"
570,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",7,1,"入力"
571,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",7,15,"処理"
572,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",7,49,"出力"
573,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",9,15,"<< 機能概要 >>"
574,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",10,16,"<返品による中途解約>"
575,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",11,17,"返品トランより、当日発生した返品情報を取得し、配本受注＿明細の中途解約フラグを「解約」に更新する"
576,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",12,16,"<請求中止による中途解約>"
577,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",13,17,"債権講座データより、当日発生した請求中止情報を取得し、配本受注＿明細の中途解約フラグを「解約」に更新する"
578,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",14,18,"・請求ストップコードが永久請求中止かつ、請求ストップ事由コードが本人死亡または、当方非による中止の場合"
579,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",17,15,"<< 機能内容 >>"
580,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",19,16,"1.　配本中途解約対象情報を取得するために、返品トラン、債権講座データ、配本商品＿基本、配本受注＿明細より"
581,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",20,17,"下記条件で取得する"
582,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",21,17,"返品トラン.学番の講座商品コード　＝　配本商品＿基本.講座商品コード　AND"
583,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",22,17,"返品トラン.処理日　＝　業務日付　AND"
584,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",23,17,"返品トラン.取消コードが未設定　AND"
585,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",24,17,"債権講座データ.講座商品コード　＝　配本商品＿基本.講座商品コード　AND"
586,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",25,17,"債権講座データ.請求ストップ受付日　＝　業務日付　AND"
587,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",26,17,"債権講座データ.請求ストップコード　＝　「永久請求中止」　AND"
588,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",27,17,"（債権講座データ.請求ストップ事由コード　＝　「本人死亡」　OR"
589,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",28,17,"債権講座データ.請求ストップ事由コード　＝　「当方非による中止」）　AND"
590,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",29,17,"返品トラン.顧客番号　＝　配本受注＿明細.顧客番号　AND"
591,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",30,17,"返品トラン.学番　＝　配本受注＿明細.学番　AND"
592,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",31,17,"配本受注＿明細.出力済フラグ　＝　「未出力」　AND"
593,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",32,17,"配本受注＿明細.配本日が未設定"
594,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",34,16,"2.　配本中途解約を設定するため、取得した配本中途解約対象情報に対し下記の処理を繰り返す"
595,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",35,17,"更新内容は以下を参照"
596,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",36,17,"[DBセット]シートのDBセット名[配本受注＿明細更新]"
597,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",38,17,"更新内容は以下を参照"
598,"バッチ処理記述書_BTGKJSH0303J01_配本中途解約.xlsx","バッチ処理記述書",39,17,"[DBセット]シートのDBセット名[返品トラン更新]"
599,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,1,"バッチ処理記述書"
600,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,12,"機能グループID/名"
601,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,19,"業務ID／業務名"
602,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,26,"機能ID／機能名"
603,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,33,"バッチ処理ID/名"
604,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,40,"作成者"
605,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,45,"作成日"
606,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,50,"更新者"
607,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",1,55,"更新日"
608,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",2,12,"KJS"
609,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",2,19,"KJSI01"
610,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",2,26,"FNKJSI0101"
611,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",2,33,"BTGKJSI0101J01"
612,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",2,40,"WR程"
613,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",2,45,"2017/03/09"
614,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",3,12,"サブシステム"
615,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",3,19,"パートワークオーダー受付・材発"
616,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",3,26,"パートワーク受付チェック"
617,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",3,33,"パートワーク受付チェック"
618,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",5,1,"処理記述"
619,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",7,8,"入力"
620,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",7,30,"処理"
621,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",7,55,"出力"
622,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",8,15,"<< 機能概要 >>"
623,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",10,16,"・本機能はリスト・オーダー共通の「受付チェック」機能より呼ばれる"
624,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",11,16,"・該当オーダーがパートワーク講座の場合、以下の受付チェックを行う"
625,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",12,16,"　　データＮＯは「6P12」、「6P13」であること"
626,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",14,15,"<< 機能内容 >>"
627,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",16,16,"1.　オーダー受付データを取得するために、オーダー受付データ＿ヘッダ、オーダー受付データ＿明細、"
628,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",17,17,"　定期送付商品＿明細より下記条件で取得する"
629,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",19,17,"　オーダー受付データ＿明細.受付番号　＝　入力パラメータの受付番号　AND"
630,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",20,17,"　オーダー受付データ＿明細.受付枝番　＝　入力パラメータの受付枝番　AND"
631,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",21,17,"　オーダー受付データ＿明細.受付番号　＝　オーダー受付データ＿ヘッダ.受付番号　AND"
632,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",22,17,"　定期送付商品＿明細.講座商品コード　＝　オーダー受付データ＿明細.講座商品コード"
633,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",24,16,"2.　パートワーク用ノーマライズチェックを行うために、データＮＯを判断する"
634,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",26,17,"2.1　オーダー受付データのデータＮＯが「6P12:直入オーダー」または"
635,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",27,18,"　「6P13:ラベル有オーダー」の場合、"
636,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",28,18,"　正常データとして、チェック結果を｢正常｣と設定する"
637,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",30,17,"2.2　上記以外の場合、チェック結果を｢エラー｣と設定する"
638,"バッチ処理記述書_BTGKJSI0101J01_パートワーク受付チェック.xlsx","バッチ処理記述書",32,16,"3.  処理結果を返却する"
639,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,1,"バッチ処理記述書"
640,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,12,"機能グループID/名"
641,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,19,"業務ID／業務名"
642,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,26,"機能ID／機能名"
643,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,33,"バッチ処理ID/名"
644,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,40,"作成者"
645,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,45,"作成日"
646,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,50,"更新者"
647,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",1,55,"更新日"
648,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",2,12,"KJS"
649,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",2,19,"KJSI01"
650,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",2,26,"FNKJSI0102"
651,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",2,33,"BTGKJSI0102J01"
652,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",2,40,"WR程"
653,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",2,45,"2017/03/10"
654,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",3,12,"サブシステム"
655,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",3,19,"パートワークオーダー受付・材発"
656,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",3,26,"パートワーク複数個口分割"
657,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",3,33,"パートワーク複数個口分割"
658,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",5,1,"処理記述"
659,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",7,8,"入力"
660,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",7,30,"処理"
661,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",7,55,"出力"
662,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",8,15,"<< 機能概要 >>"
663,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",10,16,"オーダー受付データよりパートワーク商品で複数個口のオーダーを対象に１個口オーダーに分解する"
664,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",11,16,"分解対象"
665,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",12,16,"　・オーダー受付データ"
666,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",14,15,"<< 機能内容 >>"
667,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",16,16,"1.　分割対象データを取得するために、"
668,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",17,17,"　オーダー受付データ＿明細、定期送付商品＿基本より下記条件で取得する"
669,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",18,17,"　オーダー受付データ＿明細.申込個数　＞　1　AND"
670,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",19,17,"　オーダー受付データ＿ヘッダ.サブシステムＩＤ　＝　「パートワーク」　AND"
671,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",20,17,"　オーダー受付データ＿ヘッダ.処理済フラグ　＝　「未処理」　AND"
672,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",21,17,"　オーダー受付データ＿ヘッダ.受付番号　＝　オーダー受付データ＿明細.受付番号　AND"
673,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",22,17,"　オーダー受付データ＿明細.講座商品コードの上３桁　＝　定期送付商品＿基本.講座３桁コード"
674,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",24,16,"2.　複数個口の分割を行うために、取得した分割対象データに対し下記の処理を繰り返す "
675,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",26,17,"2.1　申込個数分より分割を行うために、下記の処理を繰り返す"
676,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",28,18,"2.1.1　申込個数繰り返し１件目の場合、"
677,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",29,20,"１個口オーダーとしてオーダー受付データ＿明細を更新する"
678,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",30,20,"更新内容は以下を参照"
679,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",31,20,"[DBセット]シートのDBセット名[オーダー受付データ明細更新]"
680,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",33,18,"2.1.2　申込個数繰り返し２件目以降の場合"
681,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",34,20,"１個口オーダーとしてオーダー受付データ＿明細に登録する"
682,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",35,20,"登録内容は以下を参照"
683,"バッチ処理記述書_BTGKJSI0102J01_パートワーク複数個口分割.xlsx","バッチ処理記述書",36,20,"[DBセット]シートのDBセット名[オーダー受付データ明細登録]"
684,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,1,"バッチ処理記述書"
685,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,12,"機能グループID/名"
686,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,19,"業務ID／業務名"
687,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,26,"機能ID／機能名"
688,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,33,"バッチ処理ID/名"
689,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,40,"作成者"
690,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,45,"作成日"
691,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,50,"更新者"
692,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",1,55,"更新日"
693,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",2,12,"KJS"
694,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",2,19,"KJSI01"
695,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",2,26,"FNKJSI0103"
696,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",2,33,"BTGKJSI0103J01"
697,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",2,40,"WR程"
698,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",2,45,"2017/03/14"
699,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",3,12,"サブシステム"
700,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",3,19,"パートワークオーダー受付・材発"
701,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",3,26,"パートワーク受注登録・材発指示"
702,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",3,33,"パートワーク受注登録・材発指示"
703,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",5,1,"処理記述"
704,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",7,8,"入力"
705,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",7,30,"処理"
706,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",7,55,"出力"
707,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",8,15,"<< 機能概要 >>"
708,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",9,16,"パートワークデータに対して下記のソート順で送金手帳シーケンスの振り直しを行う"
709,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",10,17,"講座コード５桁、グループキー３桁、郵便番号７桁、顧客番号１１桁の昇順に採番"
710,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",11,16,"自動生成オーダーの場合、定期送付受注明細データを更新、および定期送付受注入金の登録をする"
711,"バッチ処理記述書_BTGKJSI0103J01_パートワーク受注登録・材発指示.xlsx","バッチ処理記述書",12,16,"上記以外の場合、定期送付受注基本、定期送付受注明細、および定期送付受注入金を登録する"
